# Synthetic Lorentzian Profile
# centroid = 12.5
# gam = 2.
# amp = 1.
# sigmas = 5%
# COLUMN 1 - Abscissa
# COLUMN 2 - Ordinate
# COLUMN 3 - Sigma
     0.00000000     0.00635930     0.00031797
     0.05000000     0.00641015     0.00032051
     0.10000000     0.00646162     0.00032308
     0.15000001     0.00651370     0.00032569
     0.20000000     0.00656642     0.00032832
     0.25000000     0.00661978     0.00033099
     0.30000001     0.00667379     0.00033369
     0.34999999     0.00672846     0.00033642
     0.40000001     0.00678380     0.00033919
     0.44999999     0.00683983     0.00034199
     0.50000000     0.00689655     0.00034483
     0.55000001     0.00695398     0.00034770
     0.60000002     0.00701213     0.00035061
     0.64999998     0.00707101     0.00035355
     0.69999999     0.00713063     0.00035653
     0.75000000     0.00719101     0.00035955
     0.80000001     0.00725216     0.00036261
     0.85000002     0.00731409     0.00036570
     0.89999998     0.00737681     0.00036884
     0.94999999     0.00744034     0.00037202
     1.00000000     0.00750469     0.00037523
     1.04999995     0.00756988     0.00037849
     1.10000002     0.00763592     0.00038180
     1.14999998     0.00770282     0.00038514
     1.20000005     0.00777061     0.00038853
     1.25000000     0.00783929     0.00039196
     1.29999995     0.00790889     0.00039544
     1.35000002     0.00797941     0.00039897
     1.39999998     0.00805088     0.00040254
     1.45000005     0.00812331     0.00040617
     1.50000000     0.00819672     0.00040984
     1.54999995     0.00827113     0.00041356
     1.60000002     0.00834655     0.00041733
     1.64999998     0.00842300     0.00042115
     1.70000005     0.00850051     0.00042503
     1.75000000     0.00857909     0.00042895
     1.79999995     0.00865876     0.00043294
     1.85000002     0.00873954     0.00043698
     1.89999998     0.00882145     0.00044107
     1.95000005     0.00890452     0.00044523
     2.00000000     0.00898876     0.00044944
     2.04999995     0.00907420     0.00045371
     2.09999990     0.00916087     0.00045804
     2.15000010     0.00924877     0.00046244
     2.20000005     0.00933794     0.00046690
     2.25000000     0.00942840     0.00047142
     2.29999995     0.00952018     0.00047601
     2.34999990     0.00961331     0.00048067
     2.40000010     0.00970779     0.00048539
     2.45000005     0.00980368     0.00049018
     2.50000000     0.00990099     0.00049505
     2.54999995     0.00999975     0.00049999
     2.59999990     0.01009999     0.00050500
     2.65000010     0.01020174     0.00051009
     2.70000005     0.01030503     0.00051525
     2.75000000     0.01040989     0.00052049
     2.79999995     0.01051635     0.00052582
     2.84999990     0.01062445     0.00053122
     2.90000010     0.01073422     0.00053671
     2.95000005     0.01084569     0.00054228
     3.00000000     0.01095890     0.00054795
     3.04999995     0.01107389     0.00055369
     3.09999990     0.01119069     0.00055953
     3.15000010     0.01130934     0.00056547
     3.20000005     0.01142988     0.00057149
     3.25000000     0.01155235     0.00057762
     3.29999995     0.01167679     0.00058384
     3.34999990     0.01180324     0.00059016
     3.40000010     0.01193175     0.00059659
     3.45000005     0.01206236     0.00060312
     3.50000000     0.01219512     0.00060976
     3.54999995     0.01233008     0.00061650
     3.59999990     0.01246727     0.00062336
     3.65000010     0.01260676     0.00063034
     3.70000005     0.01274860     0.00063743
     3.75000000     0.01289283     0.00064464
     3.79999995     0.01303951     0.00065198
     3.84999990     0.01318870     0.00065943
     3.90000010     0.01334045     0.00066702
     3.95000005     0.01349482     0.00067474
     4.00000000     0.01365188     0.00068259
     4.05000019     0.01381168     0.00069058
     4.09999990     0.01397429     0.00069871
     4.15000010     0.01413977     0.00070699
     4.19999981     0.01430820     0.00071541
     4.25000000     0.01447964     0.00072398
     4.30000019     0.01465416     0.00073271
     4.34999990     0.01483185     0.00074159
     4.40000010     0.01501276     0.00075064
     4.44999981     0.01519699     0.00075985
     4.50000000     0.01538462     0.00076923
     4.55000019     0.01557572     0.00077879
     4.59999990     0.01577038     0.00078852
     4.65000010     0.01596870     0.00079844
     4.69999981     0.01617076     0.00080854
     4.75000000     0.01637666     0.00081883
     4.80000019     0.01658650     0.00082932
     4.84999990     0.01680037     0.00084002
     4.90000010     0.01701838     0.00085092
     4.94999981     0.01724064     0.00086203
     5.00000000     0.01746725     0.00087336
     5.05000019     0.01769833     0.00088492
     5.09999990     0.01793400     0.00089670
     5.15000010     0.01817438     0.00090872
     5.19999981     0.01841960     0.00092098
     5.25000000     0.01866978     0.00093349
     5.30000019     0.01892506     0.00094625
     5.34999990     0.01918557     0.00095928
     5.40000010     0.01945147     0.00097257
     5.44999981     0.01972289     0.00098614
     5.50000000     0.02000000     0.00100000
     5.55000019     0.02028295     0.00101415
     5.59999990     0.02057190     0.00102859
     5.65000010     0.02086703     0.00104335
     5.69999981     0.02116850     0.00105843
     5.75000000     0.02147651     0.00107383
     5.80000019     0.02179124     0.00108956
