  5.532506            0.032325
  4.824570            0.018722
  6.552069            0.061650
  0.624532            0.000141
 16.509973            0.005377
  3.122395            0.003627
 18.084767            0.000855
 10.673081            0.153897
  2.475415            0.001721
  4.292141            0.011777
 18.012784            0.000938
  0.865721            0.000201
 10.169479            0.159211
 18.430336            0.000542
 18.661936            0.000395
 11.160689            0.143273
 17.704431            0.001382
 18.374854            0.000584
  6.172892            0.049441
  7.793772            0.108108
  9.932434            0.159519
 14.414560            0.033564
  5.515565            0.031935
  0.103604            0.000063
  1.280757            0.000364
  5.684673            0.035973
  2.305638            0.001400
 10.855511            0.150502
  8.573907            0.135616
  1.648583            0.000602
  7.735160            0.105865
  4.836727            0.018912
 10.866326            0.150278
 10.337263            0.158131
 18.378558            0.000581
  8.428372            0.130964
 15.652580            0.012384
 12.916260            0.080815
  3.580956            0.005907
  5.126939            0.023874
  8.467986            0.132259
  1.444005            0.000457
  9.384180            0.154808
 19.909578            0.000062
  0.271704            0.000082
  6.529466            0.060883
  0.733507            0.000166
  8.058039            0.118017
 11.455686            0.134694
 15.719218            0.011655
 12.901163            0.081385
  9.846151            0.159275
  4.266444            0.011503
  6.119762            0.047848
 14.841980            0.024458
  9.163659            0.150893
 13.609228            0.056284
 10.291722            0.158494
 12.976237            0.078562
 11.608081            0.129756
 17.025189            0.003078
  2.352426            0.001482
 17.228589            0.002441
  0.897527            0.000211
  4.736796            0.017399
 11.327483            0.138594
  1.001739            0.000245
 16.235504            0.007114
 10.117600            0.159400
  6.503929            0.060023
 11.530252            0.132316
  8.941327            0.145891
 16.886998            0.003590
 19.775449            0.000076
  5.975103            0.043665
  3.554856            0.005751
  6.463795            0.058683
 16.995990            0.003180
 11.610273            0.129682
 13.852952            0.048662
  6.568313            0.062203
 13.632710            0.055523
  4.958306            0.020885
 14.249163            0.037641
  5.674668            0.035725
 14.147798            0.040293
  2.047200            0.001013
  7.284905            0.088481
 17.395068            0.002009
 18.906088            0.000280
 14.621730            0.028896
  7.419664            0.093679
  2.298747            0.001388
 15.044968            0.020830
  0.784614            0.000179
  7.005508            0.077880
  1.581026            0.000550
 12.296465            0.104650
  6.685820            0.066276
  8.569721            0.135486
